order	reading	surface1	surface2	surface3	surface4	source_id	update_no	update_date	improved
1	ききあい	聞き合い				ATOK-01215	13	2024/03/07	聞き合い
1	しょくれきしょ	職歴書				ATOK-00026	37	2026/05/12	職歴書
1	にくだく	肉だく				ATOK-00733	23	2025/02/03	肉だく
1	にくまし	肉増し				ATOK-01028	17	2024/07/04	肉増し
1	はいそくぶ	背側部				ATOK-01250	13	2024/03/07	背側部
1	どうたいぶ	胴体部				ATOK-00978	18	2024/08/06	胴体部
1	じかつりょく	自活力				ATOK-01017	17	2024/07/04	自活力
1	じそうりょく	自走力				ATOK-01226	13	2024/03/07	自走力
1	しゅうどうふ	臭豆腐				ATOK-00916	19	2024/09/05	臭豆腐
1	ろゆう	芦有				ATOK-01881	3	2023/04/06	芦有
1	めかき	芽かき				ATOK-00648	25	2025/04/08	芽かき
1	わかいものがしら	若い者頭				ATOK-01435	10	2023/11/07	若い者頭
1	あかねさす	茜さす				ATOK-00051	36	2026/04/09	茜さす
1	あれでら	荒れ寺				ATOK-00602	25	2025/04/08	荒れ寺
1	らくはん	落版				ATOK-01261	13	2024/03/07	落版
1	ちくでんりょう	蓄電量				ATOK-00041	37	2026/05/12	蓄電量
1	うすぞこの	薄底の				ATOK-00756	22	2024/12/05	薄底の
1	あかざえび	藜海老				ATOK-01436	9	2023/10/10	アカザエビ、藜海老、あかざえび
1	みつげつき	蜜月期				ATOK-00742	23	2025/02/03	蜜月期
1	けっとうず	血統図				ATOK-00769	22	2024/12/05	血統図
1	ほしゅうえき	補修液				ATOK-00591	26	2025/05/08	補修液
1	かんげつさい	観月祭				ATOK-00853	20	2024/10/08	観月祭
1	ていせいじの	訂正時の				ATOK-00042	37	2026/05/12	訂正時の
1	きさいがいの	記載外の				ATOK-01393	10	2023/11/07	記載外の
1	ごかきん	誤課金				ATOK-00564	26	2025/05/08	誤課金
1	しもんかい	諮問会				ATOK-00374	30	2025/09/04	諮問会
1	なぞいですね	謎いですね				ATOK-00692	24	2025/03/06	謎いですね
1	ごまふだ	護摩札				ATOK-01460	9	2023/10/10	護摩札
1	しかくしょう	資格証				ATOK-01782	4	2023/05/09	資格証
1	ちょうかじは	超過時は				ATOK-01119	15	2024/05/09	超過時は
1	ふみおこなう	踏み行う				ATOK-00935	19	2024/09/05	踏み行う
1	てんがくぶ	転学部				ATOK-01418	10	2023/11/07	転学部
1	のべあい	述べ合い				ATOK-01031	17	2024/07/04	述べ合い
1	おいくらべ	追い比べ				ATOK-00555	26	2025/05/08	追い比べ
1	ついさいし	追再試				ATOK-01186	14	2024/04/09	追再試
1	たいかいび	退会日				ATOK-01239	13	2024/03/07	退会日
1	たいきんじ	退勤時				ATOK-01854	3	2023/04/06	退勤時
1	とうめいがさ	透明傘				ATOK-01188	14	2024/04/09	透明傘
1	つうばん	通番				ATOK-01416	10	2023/11/07	通番
1	ちえんじ	遅延時				ATOK-01243	13	2024/03/07	遅延時
1	ちえんしょう	遅延証				ATOK-00535	27	2025/06/05	遅延証
1	かせいきゅう	過請求				ATOK-01271	12	2024/02/01	過請求
1	ひふんち	避粉地				ATOK-00642	25	2025/04/08	避粉地
1	ぶかつせい	部活生				ATOK-00292	32	2025/11/06	部活生
1	はいぜんしゃ	配膳車				ATOK-00581	26	2025/05/08	配膳車
1	らくさんきん	酪酸菌				ATOK-01751	5	2023/06/06	酪酸菌
1	こくしょき	酷暑期				ATOK-00425	29	2025/08/05	酷暑期
1	しゃかはっそう	釈迦八相				ATOK-01227	13	2024/03/07	釈迦八相
1	おもだるい	重だるい				ATOK-01389	10	2023/11/07	重だるい
1	かさねがき	重ね書き				ATOK-01390	10	2023/11/07	重ね書き
1	かさねおき	重ね置き				ATOK-01158	14	2024/04/09	重ね置き
1	じゅうとくせい	重篤性				ATOK-01228	13	2024/03/07	重篤性
1	ちょうようせつ	重陽節				ATOK-00285	32	2025/11/06	重陽節
1	ながやすみ	長休み				ATOK-00333	31	2025/10/07	長休み
1	ひらきっぱ	開きっぱ				ATOK-00795	22	2024/12/05	開きっぱ
1	ひらきぼし	開き干し				ATOK-01083	16	2024/06/06	開き干し
1	かいきょくせん	開曲線				ATOK-00352	30	2025/09/04	開曲線
1	うるうび	閏日				ATOK-01096	15	2024/05/09	閏日
1	かんしつえき	間質液				ATOK-01454	9	2023/10/10	間質液
1	かんしんえつ	関信越				ATOK-01578	7	2023/08/03	関信越
1	かんしんそう	関心層				ATOK-00068	36	2026/04/09	関心層
1	いんしんする	院進する				ATOK-01693	5	2023/06/06	院進する
1	じょちゅうざい	除虫剤				ATOK-00972	18	2024/08/06	除虫剤
1	ざつにゅう	雑入				ATOK-01065	16	2024/06/06	雑入
1	りせきじ	離席時				ATOK-01140	15	2024/05/09	離席時
1	あめばしら	雨柱				ATOK-01441	9	2023/10/10	雨柱
1	でんあし	電アシ				ATOK-01999	1	2023/02/01	電アシ
1	でんちゃ	電チャ				ATOK-01661	6	2023/07/04	電チャ
1	でんちゃり	電チャリ				ATOK-01352	11	2023/12/07	電チャリ
1	せいはくしょく	青白色				ATOK-01407	10	2023/11/07	青白色
1	ひれんどう	非連動				ATOK-01615	7	2023/08/03	非連動
1	じゅんうち	順打ち				ATOK-01018	17	2024/07/04	順打ち
1	とんようやく	頓用薬				ATOK-01025	17	2024/07/04	頓用薬
1	りょうしゅうがく	領収額				ATOK-01878	3	2023/04/06	領収額
1	かぜっぴき	風邪っぴき				ATOK-00153	34	2026/02/02	風邪っぴき
1	たべせん	食べ専				ATOK-01182	14	2024/04/09	食べ専
1	ようじょうひ	養生費				ATOK-01260	13	2024/03/07	養生費
1	かんないぎ	館内着				ATOK-01633	6	2023/07/04	館内着
1	こうしょうひん	香粧品				ATOK-01961	1	2023/02/01	香粧品
1	まごめじゅく	馬籠宿				ATOK-01490	9	2023/10/10	馬籠宿
1	こつばんていきん	骨盤底筋				ATOK-01459	9	2023/10/10	骨盤底筋
1	おにかさご	鬼笠子				ATOK-00106	35	2026/03/05	オニカサゴ、鬼笠子
2	あまりにもいじょうだったので	あまりにも	異常だったので			ATOK-00822	21	2024/11/07	あまりにも/異常だったので
2	あんばたー	あん	バター			ATOK-01692	5	2023/06/06	あん/バター
2	いいんだがな	いいんだが	な			ATOK-01944	1	2023/02/01	いいんだが/な
2	いくつかのきのう	いくつかの	機能			ATOK-00820	21	2024/11/07	いくつかの/機能
2	いつでもか	いつでも	可			ATOK-01821	3	2023/04/06	いつでも/可
2	いつごろになりそうですか	いつ頃に	なりそうですか			ATOK-00835	21	2024/11/07	いつ頃に/なりそうですか
2	おきをたしかに	お気を	確かに			ATOK-01630	6	2023/07/04	お気を/確かに
2	おはだのてんてき	お肌の	天敵			ATOK-01388	10	2023/11/07	お肌の/天敵
2	かざせばあく	かざせば	開く			ATOK-00354	30	2025/09/04	かざせば/開く
2	かにていしょく	かに	定食			ATOK-01890	2	2023/03/07	かに/定食
2	かんぬきじょう	かんぬき	錠			ATOK-00466	28	2025/07/08	かんぬき/錠
2	けんかしな	けんか	しな			ATOK-01899	2	2023/03/07	けんか/しな
2	こどもたいこう	こども	大綱			ATOK-01399	10	2023/11/07	こども/大綱
2	こどもかていちょう	こども	家庭庁			ATOK-01964	1	2023/02/01	こども/家庭庁
2	ごはんでもいってきたら	ご飯でも	行ってきたら			ATOK-00805	21	2024/11/07	ご飯でも/行ってきたら
2	さんにきいた	さんに	聞いた			ATOK-01906	2	2023/03/07	さんに/聞いた
2	そういうてんでは	そういう	点では			ATOK-01918	2	2023/03/07	そういう/点では
2	たけふしんえき	たけふ	新駅			ATOK-01856	3	2023/04/06	たけふ/新駅
2	ちょっとがてんけいの	ちょっと	ガテン系の			ATOK-00488	28	2025/07/08	ちょっと/ガテン系の
2	てかんじ	て	感じ			ATOK-01797	4	2023/05/09	て/感じ
2	どちらでもか	どちらでも	可			ATOK-01862	3	2023/04/06	どちらでも/可
2	ひときゅうけい	ひと	休憩			ATOK-01928	2	2023/03/07	ひと/休憩
2	べからずしゅう	べからず	集			ATOK-00590	26	2025/05/08	べからず/集
2	ほふくしつ	ほふく	室			ATOK-01434	10	2023/11/07	ほふく/室
2	ほんとうざい	ほんと	うざい			ATOK-00548	27	2025/06/05	ほんと/うざい
2	ぼっとんといれ	ぼっとん	トイレ			ATOK-01929	2	2023/03/07	ぼっとん/トイレ
2	まかないどん	まかない	丼			ATOK-01681	6	2023/07/04	まかない/丼
2	もうあわない	もう	会わない			ATOK-00832	21	2024/11/07	もう/会わない
2	もうすぐくじ	もうすぐ	九時			ATOK-01934	2	2023/03/07	もうすぐ/九時
2	もずくす	もずく	酢			ATOK-01684	6	2023/07/04	もずく/酢
2	やったかん	やった	感			ATOK-01936	2	2023/03/07	やった/感
2	ややなん	やや	難			ATOK-01812	4	2023/05/09	やや/難
2	よくしかられて	よく	叱られて			ATOK-01686	6	2023/07/04	よく/叱られて
2	れたすことば	れ足す	言葉			ATOK-01879	3	2023/04/06	れ足す/言葉
2	わかりやすいしりょう	わかりやすい	資料			ATOK-01940	2	2023/03/07	わかりやすい/資料
2	あいふれいる	アイ	フレイル			ATOK-00601	25	2025/04/08	アイ/フレイル
2	あかうんといこう	アカウント	移行			ATOK-01754	4	2023/05/09	アカウント/移行
2	あくせすかた	アクセス	過多			ATOK-01690	5	2023/06/06	アクセス/過多
2	あしすたんとしょく	アシスタント	職			ATOK-01146	14	2024/04/09	アシスタント/職
2	あじあけんない	アジア	圏内			ATOK-01438	9	2023/10/10	アジア/圏内
2	あてんどよういん	アテンド	要員			ATOK-00452	28	2025/07/08	アテンド/要員
2	あとらすすいせい	アトラス	彗星			ATOK-00751	22	2024/12/05	アトラス/彗星
2	あらーむはっぽう	アラーム	発報			ATOK-01265	12	2024/02/01	アラーム/発報
2	あるこーるたいん	アルコール	多飲			ATOK-00894	19	2024/09/05	アルコール/多飲
2	あるこーるせいしき	アルコール	清拭			ATOK-00053	36	2026/04/09	アルコール/清拭
2	あるとほるん	アルト	ホルン			ATOK-00001	37	2026/05/12	アルト/ホルン
2	あるみないた	アルミナ	板			ATOK-01818	3	2023/04/06	アルミナ/板
2	いおんせいすいき	イオン	整水器			ATOK-01204	13	2024/03/07	イオン/整水器
2	いねーぶるめんとぱっけーじ	イネーブルメント	パッケージ			ATOK-01570	7	2023/08/03	イネーブルメント/パッケージ
2	いらすととうこう	イラスト	投稿			ATOK-01046	16	2024/06/06	イラスト/投稿
2	いろはのい	イロハの	イ			ATOK-01445	9	2023/10/10	イロハの/イ
2	いんかったー	イン	カッター			ATOK-00455	28	2025/07/08	イン/カッター
2	いんきりょう	インキ	量			ATOK-01505	8	2023/09/05	インキ/量
2	いんびざらいんきょうせい	インビザライン	矯正			ATOK-00656	24	2025/03/06	インビザライン/矯正/
2	いんぴんじめんとしょうこうぐん	インピンジメント	症候群			ATOK-00456	28	2025/07/08	インピンジメント/症候群
2	ういるすたいせい	ウイルス	耐性			ATOK-00056	36	2026/04/09	ウイルス/耐性
2	うえるびーいんぐ	ウエル	ビーイング			ATOK-01507	8	2023/09/05	ウエル/ビーイング
2	うんべらーたのそだてかた	ウンベラータの	育て方			ATOK-00704	23	2025/02/03	ウンベラータの/育て方
2	えこしよう	エコ	仕様			ATOK-00404	29	2025/08/05	エコ/仕様
2	えぽっくびょう	エポック	秒			ATOK-01098	15	2024/05/09	エポック/秒
2	えらーとらっぷ	エラー	トラップ			ATOK-00757	22	2024/12/05	エラー/トラップ
2	えらーはいて	エラー	吐いて			ATOK-01694	5	2023/06/06	エラー/吐いて
2	えんかりつ	エンカ	率			ATOK-01448	9	2023/10/10	エンカ/率
2	えーじぇんてぃっくえーあい	エージェンティック	AI			ATOK-00604	25	2025/04/08	エージェンティック/AI
2	おいるとふ	オイル	塗布			ATOK-00257	32	2025/11/06	オイル/塗布
2	おんでまんどしちょう	オンデマンド	視聴			ATOK-00505	27	2025/06/05	オンデマンド/視聴
2	おんらいんごうせつ	オンライン	合説			ATOK-00304	31	2025/10/07	オンライン/合説
2	おーぷんとつ	オープン	凸			ATOK-00848	20	2024/10/08	オープン/凸
2	かじのりけん	カジノ	利権			ATOK-00003	37	2026/05/12	カジノ/利権
2	かすたむき	カスタム	機			ATOK-00355	30	2025/09/04	カスタム/機
2	かちもりへあ	カチモリ	ヘア			ATOK-01004	17	2024/07/04	カチモリ/ヘア
2	かびとりざい	カビ取り	剤			ATOK-01005	17	2024/07/04	カビ取り/剤
2	かふぇいんざい	カフェイン	剤			ATOK-00208	33	2025/12/04	カフェイン/剤
2	かふぇいんだち	カフェイン	断ち			ATOK-01272	12	2024/02/01	カフェイン/断ち
2	かみそりば	カミソリ	刃			ATOK-01576	7	2023/08/03	カミソリ/刃
2	からむめい	カラム	名			ATOK-01701	5	2023/06/06	カラム/名
2	かりかりのきじ	カリカリの	生地			ATOK-00260	32	2025/11/06	カリカリの/生地/
2	かるびじゅう	カルビ	重			ATOK-00209	33	2025/12/04	カルビ/重
2	かるろーずまい	カルローズ	米			ATOK-00409	29	2025/08/05	カルローズ/米
2	かんかんぼうし	カンカン	帽子			ATOK-00357	30	2025/09/04	カンカン/帽子
2	かーといん	カート	イン			ATOK-01696	5	2023/06/06	カート/イン
2	かーどいらすと	カード	イラスト			ATOK-01826	3	2023/04/06	カード/イラスト
2	かーぼんでかーる	カーボン	デカール			ATOK-01697	5	2023/06/06	カーボン/デカール
2	かーぼんじ	カーボン	地			ATOK-01154	14	2024/04/09	カーボン/地
2	がせりきん	ガセリ	菌			ATOK-01210	13	2024/03/07	ガセリ/菌
2	がばなんすがきいた	ガバナンスが	効いた			ATOK-00815	21	2024/11/07	ガバナンスが/効いた
2	がんほるだー	ガン	ホルダー			ATOK-01164	14	2024/04/09	ガン/ホルダー
2	がんづめ	ガン	詰め			ATOK-01331	11	2023/12/07	ガン/詰め
2	がんがんきいた	ガンガン	効いた			ATOK-00903	19	2024/09/05	ガンガン/効いた
2	きゃびんはく	キャビン	泊			ATOK-00212	33	2025/12/04	キャビン/泊
2	きゃんせるだい	キャンセル	代			ATOK-01634	6	2023/07/04	キャンセル/代
2	きりまんじゃろさん	キリマンジャロ	山			ATOK-01053	16	2024/06/06	キリマンジャロ/山
2	きるぞーん	キル	ゾーン			ATOK-00907	19	2024/09/05	キル/ゾーン
2	ぎがごえ	ギガ	超え			ATOK-01455	9	2023/10/10	ギガ/超え
2	ぎゃるこす	ギャル	コス			ATOK-00856	20	2024/10/08	ギャル/コス
2	ぎりごぜんちゅうに	ギリ	午前中に			ATOK-00308	31	2025/10/07	ギリ/午前中に
2	ぎりかんそう	ギリ	完走			ATOK-00158	34	2026/02/02	ギリ/完走
2	くおりふぁいんぐおふぁー	クオリファイング	オファー			ATOK-01333	11	2023/12/07	クオリファイング/オファー
2	くらくしょんならし	クラクション	鳴らし			ATOK-01101	15	2024/05/09	クラクション/鳴らし
2	くらすもじゅーる	クラス	モジュール			ATOK-00072	36	2026/04/09	クラス/モジュール
2	くりすたるしゃいん	クリスタル	シャイン			ATOK-00417	29	2025/08/05	クリスタル/シャイン
2	くれじっとにのせる	クレジットに	載せる			ATOK-00011	37	2026/05/12	クレジットに/載せる
2	ぐりすとふ	グリス	塗布			ATOK-01054	16	2024/06/06	グリス/塗布
2	ぐりーんけん	グリーン	券			ATOK-01839	3	2023/04/06	グリーン/券
2	ぐるーぷがいひ	グループ	外秘			ATOK-01840	3	2023/04/06	グループ/外秘
2	けんけんりょう	ケンケン	漁			ATOK-01217	13	2024/03/07	ケンケン/漁
2	けーきかん	ケーキ	缶			ATOK-00908	19	2024/09/05	ケーキ/缶
2	げらをよんで	ゲラを	読んで			ATOK-00420	29	2025/08/05	ゲラを/読んで
2	げーみんぐしよう	ゲーミング	仕様			ATOK-01841	3	2023/04/06	ゲーミング/仕様
2	こいるなき	コイル	鳴き			ATOK-01706	5	2023/06/06	コイル/鳴き
2	こすとだい	コスト	大			ATOK-01012	17	2024/07/04	コスト/大
2	こっくぼう	コック	帽			ATOK-01060	16	2024/06/06	コック/帽
2	こぴぺふか	コピペ	不可			ATOK-01061	16	2024/06/06	コピペ/不可
2	こめぬしの	コメ	主の			ATOK-01281	12	2024/02/01	コメ/主の
2	こらがぞう	コラ	画像			ATOK-01776	4	2023/05/09	コラ/画像
2	こりあんがい	コリアン	街			ATOK-00315	31	2025/10/07	コリアン/街
2	こりどーがい	コリドー	街			ATOK-01400	10	2023/11/07	コリドー/街
2	ころなこうたい	コロナ	抗体			ATOK-01712	5	2023/06/06	コロナ/抗体
2	こんばーじょんこうじょう	コンバージョン	向上			ATOK-00316	31	2025/10/07	コンバージョン/向上
2	こーすず	コース	図			ATOK-01523	8	2023/09/05	コース/図
2	こーてぃんぐしゃ	コーティング	車			ATOK-01639	6	2023/07/04	コーティング/車
2	こーひーばっじんぐ	コーヒー	バッジング			ATOK-00312	31	2025/10/07	コーヒー/バッジング
2	こーひーあめ	コーヒー	飴			ATOK-00617	25	2025/04/08	コーヒー/飴
2	ごーとぞく	ゴート	族			ATOK-00715	23	2025/02/03	ゴート/族
2	さいぶーつ	サイ	ブーツ			ATOK-00427	29	2025/08/05	サイ/ブーツ
2	さいずをしょうに	サイズを	小に			ATOK-00518	27	2025/06/05	サイズを/小に
2	さいだーあめ	サイダー	飴			ATOK-00476	28	2025/07/08	サイダー/飴
2	さいばーせん	サイバー	戦			ATOK-01845	3	2023/04/06	サイバー/戦
2	さっしど	サッシ	戸			ATOK-01107	15	2024/05/09	サッシ/戸
2	さぶかて	サブ	カテ			ATOK-01462	9	2023/10/10	サブ/カテ
2	さぶたん	サブ	担			ATOK-01108	15	2024/05/09	サブ/担
2	さんばりあ	サン	バリア			ATOK-00966	18	2024/08/06	サン/バリア
2	さーばーおもい	サーバー	重い			ATOK-00168	34	2026/02/02	サーバー/重い
2	さーもぼとる	サーモ	ボトル			ATOK-00774	22	2024/12/05	サーモ/ボトル
2	さーもんはらす	サーモン	ハラス			ATOK-01588	7	2023/08/03	サーモン/ハラス
2	ざるふぁせだい	ザルファ	世代			ATOK-00172	34	2026/02/02	ザルファ/世代
2	しあんからー	シアン	カラー			ATOK-01715	5	2023/06/06	シアン/カラー
2	しぇーまず	シェーマ	図			ATOK-00017	37	2026/05/12	シェーマ/図
2	しなりおしんこうじょう	シナリオ	進行上			ATOK-00218	33	2025/12/04	シナリオ/進行上
2	しゃわーのずる	シャワー	ノズル			ATOK-00023	37	2026/05/12	シャワー/ノズル
2	しょこらおれ	ショコラ	オレ			ATOK-01468	9	2023/10/10	ショコラ/オレ
2	しらちゃーそーす	シラチャー	ソース			ATOK-00678	24	2025/03/06	シラチャー/ソース
2	しりーずさいなんど	シリーズ	最難度			ATOK-00718	23	2025/02/03	シリーズ/最難度
2	しるばーはいつ	シルバー	ハイツ			ATOK-00778	22	2024/12/05	シルバー/ハイツ
2	しーずんせん	シーズン	戦			ATOK-00078	36	2026/04/09	シーズン/戦
2	しーとにてんき	シートに	転記			ATOK-01645	6	2023/07/04	シートに/転記
2	しーどせん	シード	戦			ATOK-01225	13	2024/03/07	シード/戦
2	じぇんだーりびーる	ジェンダー	リビール			ATOK-01970	1	2023/02/01	ジェンダー/リビール
2	じおえんじにありんぐ	ジオ	エンジニアリング			ATOK-00280	32	2025/11/06	ジオ/エンジニアリング
2	じむがえり	ジム	帰り			ATOK-01646	6	2023/07/04	ジム/帰り
2	じゃこびにりゅうせいぐん	ジャコビニ	流星群			ATOK-00431	29	2025/08/05	ジャコビニ/流星群
2	すいっちはいったら	スイッチ	入ったら			ATOK-01233	13	2024/03/07	スイッチ/入ったら
2	すきるかしか	スキル	可視化			ATOK-00281	32	2025/11/06	スキル/可視化
2	すくしょとって	スクショ	撮って			ATOK-01790	4	2023/05/09	スクショ/撮って
2	すたっどれすはいてる	スタッドレス	履いてる			ATOK-01179	14	2024/04/09	スタッドレス/履いてる
2	すたみなどん	スタミナ	丼			ATOK-00868	20	2024/10/08	スタミナ/丼
2	すちーむせんじょう	スチーム	洗浄			ATOK-00723	23	2025/02/03	スチーム/洗浄
2	すてれおぜんかい	ステレオ	全開			ATOK-00033	37	2026/05/12	ステレオ/全開
2	すとれすだい	ストレス	大			ATOK-01406	10	2023/11/07	ストレス/大
2	すとろんぐみんと	ストロング	ミント			ATOK-00322	31	2025/10/07	ストロング/ミント
2	すなっくめん	スナック	麺			ATOK-00034	37	2026/05/12	スナック/麺
2	すぱちゃがく	スパチャ	額			ATOK-00528	27	2025/06/05	スパチャ/額
2	すぷしばん	スプシ	版			ATOK-00481	28	2025/07/08	スプシ/版
2	すぷれーとしゅつ	スプレー	吐出			ATOK-01852	3	2023/04/06	スプレー/吐出
2	すぷーんではかって	スプーンで	測って			ATOK-01981	1	2023/02/01	スプーンで/測って
2	すぺあき	スペア	機			ATOK-00180	34	2026/02/02	スペア/機
2	すぽがり	スポ	刈り			ATOK-01344	11	2023/12/07	スポ/刈り
2	すまほどうき	スマホ	同期			ATOK-01180	14	2024/04/09	スマホ/同期
2	すまほしんちょう	スマホ	新調			ATOK-01915	2	2023/03/07	スマホ/新調
2	すれみた	スレ	見た			ATOK-00482	28	2025/07/08	スレ/見た
2	すろっといん	スロット	イン			ATOK-01649	6	2023/07/04	スロット/イン
2	すーぷめん	スープ	麺			ATOK-00721	23	2025/02/03	スープ/麺
2	せっしょんかいし	セッション	開始			ATOK-01651	6	2023/07/04	セッション/開始
2	せるにしきを	セルに	式を			ATOK-00869	20	2024/10/08	セルに/式を
2	せれもにあるぴっち	セレモニアル	ピッチ			ATOK-01071	16	2024/06/06	セレモニアル/ピッチ
2	ぜたばいと	ゼタ	バイト			ATOK-00872	20	2024/10/08	ゼタ/バイト
2	たいまんばとる	タイマン	バトル			ATOK-00085	36	2026/04/09	タイマン/バトル
2	たいるじ	タイル	地			ATOK-00126	35	2026/03/05	タイル/地
2	たくたいるすいっち	タクタイル	スイッチ			ATOK-00725	23	2025/02/03	タクタイル/スイッチ
2	たこすきじ	タコス	生地			ATOK-01022	17	2024/07/04	タコス/生地
2	たっちであく	タッチで	開く			ATOK-00039	37	2026/05/12	タッチで/開く
2	たぶれっとがし	タブレット	菓子			ATOK-01474	9	2023/10/10	タブレット/菓子
2	たぶさげぎょう	タブ下げ	行			ATOK-00086	36	2026/04/09	タブ下げ/行
2	だいやるじょう	ダイヤル	錠			ATOK-01733	5	2023/06/06	ダイヤル/錠
2	だくとれす	ダクト	レス			ATOK-01472	9	2023/10/10	ダクト/レス
2	だすときゃっちゃー	ダスト	キャッチャー			ATOK-01653	6	2023/07/04	ダスト/キャッチャー
2	だににきく	ダニに	効く			ATOK-01603	7	2023/08/03	ダニに/効く
2	だめーじたいせい	ダメージ	耐性			ATOK-00575	26	2025/05/08	ダメージ/耐性
2	だーとさんかん	ダート	三冠			ATOK-00783	22	2024/12/05	ダート/三冠
2	ちゃいむなったら	チャイム	鳴ったら			ATOK-01350	11	2023/12/07	チャイム/鳴ったら
2	ちゃりけんない	チャリ	圏内			ATOK-01244	13	2024/03/07	チャリ/圏内
2	ちゃーじだい	チャージ	代			ATOK-01734	5	2023/06/06	チャージ/代
2	ちゅーりっひこうかだい	チューリッヒ	工科大			ATOK-01546	8	2023/09/05	チューリッヒ/工科大
2	ちらしこうりょう	チラシ	校了			ATOK-01185	14	2024/04/09	チラシ/校了
2	ちるちるとみちる	チルチルと	ミチル			ATOK-00329	31	2025/10/07	チルチルと/ミチル
2	ちーむをしき	チームを	指揮			ATOK-01655	6	2023/07/04	チームを/指揮
2	つっこみがきそう	ツッコミが	来そう			ATOK-01919	2	2023/03/07	ツッコミが/来そう
2	てんしょんはい	テンション	ハイ			ATOK-01477	9	2023/10/10	テンション/ハイ
2	てんとぽーる	テント	ポール			ATOK-00331	31	2025/10/07	テント/ポール
2	てーぷのり	テープ	のり			ATOK-01659	6	2023/07/04	テープ/のり
2	でぃすくらべる	ディスク	ラベル			ATOK-01657	6	2023/07/04	ディスク/ラベル
2	でじたるさいてん	デジタル	採点			ATOK-00332	31	2025/10/07	デジタル/採点
2	でじたるきゅうよ	デジタル	給与			ATOK-01995	1	2023/02/01	デジタル/給与
2	ですくらいと	デスク	ライト			ATOK-01996	1	2023/02/01	デスク/ライト
2	でばっぐよういん	デバッグ	要員			ATOK-00686	24	2025/03/06	デバッグ/要員
2	でびっとりよう	デビット	利用			ATOK-01660	6	2023/07/04	デビット/利用
2	でーたわたし	データ	渡し			ATOK-01658	6	2023/07/04	データ/渡し
2	とらっくのきせい	トラックの	規制			ATOK-01121	15	2024/05/09	トラックの/規制
2	とらふぃっくかた	トラフィック	過多			ATOK-00383	30	2025/09/04	トラフィック/過多
2	とりみんぐいち	トリミング	位置			ATOK-01297	12	2024/02/01	トリミング/位置
2	とるこじしん	トルコ	地震			ATOK-01864	3	2023/04/06	トルコ/地震
2	とるぴーどばっと	トルピード	バット			ATOK-00541	27	2025/06/05	トルピード/バット
2	とれんどはいってて	トレンド	入ってて			ATOK-01479	9	2023/10/10	トレンド/入ってて
2	とんとんでおわれました	トントンで	終われました			ATOK-00134	35	2026/03/05	トントンで/終われました
2	どのーまる	ド	ノーマル			ATOK-01664	6	2023/07/04	ド/ノーマル
2	どめいんこうしんりょう	ドメイン	更新料			ATOK-00785	22	2024/12/05	ドメイン/更新料
2	どらごんあい	ドラゴン	アイ			ATOK-01478	9	2023/10/10	ドラゴン/アイ
2	どられこおうしゅう	ドラレコ	押収			ATOK-00435	29	2025/08/05	ドラレコ/押収
2	どろどろち	ドロドロ	血			ATOK-01298	12	2024/02/01	ドロドロ/血
2	どろーんき	ドローン	機			ATOK-00786	22	2024/12/05	ドローン/機
2	ないとはいく	ナイト	ハイク			ATOK-01356	11	2023/12/07	ナイト/ハイク
2	ないとれーす	ナイト	レース			ATOK-01610	7	2023/08/03	ナイト/レース
2	なっぱれざー	ナッパ	レザー			ATOK-00930	19	2024/09/05	ナッパ/レザー
2	なつめきゅう	ナツメ	球			ATOK-01299	12	2024/02/01	ナツメ/球
2	なのばぶる	ナノ	バブル			ATOK-01741	5	2023/06/06	ナノ/バブル
2	ならがれ	ナラ	枯れ			ATOK-00232	33	2025/12/04	ナラ/枯れ
2	にきしーかん	ニキシー	管			ATOK-01249	13	2024/03/07	ニキシー/管
2	にっきすい	ニッキ	水			ATOK-00335	31	2025/10/07	ニッキ/水
2	ねたばれげんきん	ネタバレ	厳禁			ATOK-01612	7	2023/08/03	ネタバレ/厳禁
2	ねっとわーくふつう	ネットワーク	不通			ATOK-01301	12	2024/02/01	ネットワーク/不通
2	ねっとわーくきって	ネットワーク	切って			ATOK-00234	33	2025/12/04	ネットワーク/切って
2	のみなるきどう	ノミナル	軌道			ATOK-01191	14	2024/04/09	ノミナル/軌道
2	はいかうんたー	ハイ	カウンター			ATOK-01125	15	2024/05/09	ハイ/カウンター
2	はいすきる	ハイ	スキル			ATOK-01668	6	2023/07/04	ハイ/スキル
2	はいぷれっしゃー	ハイ	プレッシャー			ATOK-00790	22	2024/12/05	ハイ/プレッシャー
2	はいめたる	ハイ	メタル			ATOK-01428	10	2023/11/07	ハイ/メタル
2	はいおくしゃ	ハイオク	車			ATOK-01553	8	2023/09/05	ハイオク/車
2	はいそかー	ハイソ	カー			ATOK-01078	16	2024/06/06	ハイソ/カー
2	はいとわごん	ハイト	ワゴン			ATOK-00735	23	2025/02/03	ハイト/ワゴン
2	はいらいとしょく	ハイライト	色			ATOK-00384	30	2025/09/04	ハイライト/色
2	はっかすぷれー	ハッカ	スプレー			ATOK-01361	11	2023/12/07	ハッカ/スプレー
2	はにかむしぇーど	ハニカム	シェード			ATOK-00138	35	2026/03/05	ハニカム/シェード
2	はにかむすくりーん	ハニカム	スクリーン			ATOK-00237	33	2025/12/04	ハニカム/スクリーン
